gjoin_src,gjoin_tgt,wt_pop,wt_hh
G2500090223100,G2500090223300,0.00015372166281146568,0.00015372166281146568
G2500090223100,G2500090270100,0.0,0.0
G2500090223200,G2500090223100,0.0,0.0
G2500090223200,G2500090223200,1.0,1.0
G2500090223300,G2500090214100,1.1526671305383421e-06,1.1526671305383421e-06
G2500090223300,G2500090215102,0.0,0.0
G2500090223300,G2500090223200,0.0007788859967830214,0.0007788859967830214
G2500090223300,G2500090223300,0.9992199613360865,0.9992199613360865
G2500090250100,G2500090250100,1.0,1.0
G2500090250100,G2500090250800,0.0,0.0
G2500090250200,G2500090250200,1.0,1.0
G2500090250300,G2500090250300,1.0,1.0
G2500090250400,G2500090250400,0.9998357628043036,0.9998357628043036
G2500090250400,G2500090252400,0.0001642371956963657,0.0001642371956963657
G2500090250500,G2500090250500,1.0,1.0
G2500090250600,G2500090250600,0.9981548555673744,0.9981548555673744
G2500090250600,G2500090252400,0.001350475777168462,0.001350475777168462
G2500090250600,G2500090252501,0.0004946686554572119,0.0004946686554572119
G2500090250700,G2500090250700,1.0,1.0
G2500090250800,G2500090250800,1.0,1.0
G2500090250900,G2500090250900,1.0,1.0
G2500090251000,G2500090250900,0.0,0.0
G2500090251000,G2500090251000,1.0,1.0
G2500090251100,G2500090250400,0.0009974005424954792,0.0009974005424954792
G2500090251100,G2500090251100,0.9990025994575045,0.9990025994575045
G2500090251200,G2500090251200,1.0,1.0
G2500090251300,G2500090251300,0.9992205406426248,0.9992205406426248
G2500090251300,G2500090251400,0.0007794593573752479,0.0007794593573752479
G2500090251400,G2500090251400,1.0,1.0
G2500090251500,G2500090251500,0.6881035956170681,0.6881035956170681
G2500090251500,G2500090251800,0.31189640438293187,0.31189640438293187
G2500090251600,G2500090251600,1.0,1.0
G2500090251700,G2500090251700,0.9988839138697652,0.9988839138697652
G2500090251700,G2500090253202,0.0011160861302347972,0.0011160861302347972
G2500090251800,G2500090251800,1.0,1.0
G2500090252101,G2500090252101,1.0,1.0
G2500090252102,G2500090252101,0.0005113690150680847,0.0005113690150680847
G2500090252102,G2500090252102,0.9994886309849319,0.9994886309849319
G2500090252102,G2500090254402,0.0,0.0
G2500090252201,G2500090252201,0.9750536146824823,0.9750536146824823
G2500090252201,G2500090252300,0.024946385317517736,0.024946385317517736
G2500090252202,G2500090252202,1.0,1.0
G2500090252300,G2500090252300,0.9927748794172655,0.9927748794172655
G2500090252300,G2500090252502,0.007225120582734521,0.007225120582734521
G2500090252400,G2500090252400,1.0,1.0
G2500090252501,G2500090252501,1.0,1.0
G2500090252502,G2500090252502,1.0,1.0
G2500090252601,G2500090252601,1.0,1.0
G2500090252602,G2500090252502,0.0010431933985624031,0.0010431933985624031
G2500090252602,G2500090252602,0.9989568066014376,0.9989568066014376
G2500090252603,G2500090252300,0.009390789575470354,0.009390789575470354
G2500090252603,G2500090252603,0.9906092104245297,0.9906092104245297
G2500090253100,G2500090253100,0.9557979805547712,0.9557979805547712
G2500090253100,G2500090253201,0.04420201944522889,0.04420201944522889
G2500090253201,G2500090253201,1.0,1.0
G2500090253202,G2500090253202,0.9997605482277527,0.9997605482277527
G2500090253202,G2500090253203,0.00023945177224729626,0.00023945177224729626
G2500090253203,G2500090213100,6.273478137495785e-05,6.273478137495785e-05
G2500090253203,G2500090253203,0.999937265218625,0.999937265218625
G2500090253204,G2500090253204,1.0,1.0
G2500090253205,G2500090253205,1.0,1.0
G2500090254100,G2500090254100,1.0,1.0
G2500090254200,G2500090254200,1.0,1.0
G2500090254301,G2500090254301,0.9994476851248129,0.9994476851248129
G2500090254301,G2500090254403,0.00028105073158090954,0.00028105073158090954
G2500090254301,G2500170315402,0.00027126414360621715,0.00027126414360621715
G2500090254302,G2500090254302,0.9999454210062712,0.9999454210062712
G2500090254302,G2500170331101,5.457899372881617e-05,5.457899372881617e-05
G2500090254401,G2500090254401,1.0,1.0
G2500090254402,G2500090254402,1.0,1.0
G2500090254402,G2500170314301,0.0,0.0
G2500090254403,G2500090254301,6.091784283616671e-05,6.091784283616671e-05
G2500090254403,G2500090254401,0.007509399503114462,0.007509399503114462
G2500090254403,G2500090254403,0.9924296826540494,0.9924296826540494
G2500090260100,G2500090260100,1.0,1.0
G2500090260200,G2500090260200,1.0,1.0
G2500090260301,G2500090260301,0.8424948602466776,0.8424948602466776
G2500090260301,G2500090260302,0.1575051397533224,0.1575051397533224
G2500090260301,G2500090261101,0.0,0.0
G2500090260302,G2500090260302,1.0,1.0
G2500090260401,G2500090260401,1.0,1.0
G2500090260402,G2500090252602,0.0001368855685598504,0.0001368855685598504
G2500090260402,G2500090260402,0.9998631144314402,0.9998631144314402
G2500090260500,G2500090260500,1.0,1.0
G2500090260600,G2500090260600,1.0,1.0
G2500090260700,G2500090260700,1.0,1.0
G2500090260800,G2500090260800,1.0,1.0
G2500090260900,G2500090260900,1.0,1.0
G2500090261000,G2500090261000,0.9951136383855171,0.9951136383855171
G2500090261000,G2500090261101,0.004886361614482873,0.004886361614482873
G2500090261101,G2500090260301,0.0,0.0
G2500090261101,G2500090261101,1.0,1.0
G2500090261102,G2500090261102,1.0,1.0
G2500090262100,G2500090260302,7.632301170604192e-06,7.632301170604192e-06
G2500090262100,G2500090262100,0.9995717733878922,0.9995717733878922
G2500090262100,G2500090263100,0.0,0.0
G2500090262100,G3300150102100,0.0004205943109372239,0.0004205943109372239
G2500090263100,G2500090263100,1.0,1.0
G2500090264100,G2500090264100,1.0,1.0
G2500090265101,G2500090265101,1.0,1.0
G2500090265102,G2500090265102,1.0,1.0
G2500090266100,G2500090266100,1.0,1.0
G2500090266200,G2500090266200,1.0,1.0
G2500090266300,G2500090266300,1.0,1.0
G2500090266400,G2500090266400,1.0,1.0
G2500090267102,G2500090267102,0.9953174239502951,0.9953174239502951
G2500090267102,G3300150062500,2.583173523389847e-06,2.583173523389847e-06
G2500090267102,G3300150063001,0.0006325904939501358,0.0006325904939501358
G2500090267102,G3300150063002,0.004047402382231325,0.004047402382231325
G2500090267103,G2500090267101,1.0,1.0
G2500090267104,G2500090267101,1.0,1.0
G2500090268100,G2500090268100,1.0,1.0
G2500090268200,G2500090268200,0.9346598293565802,0.9346598293565802
G2500090268200,G2500090268300,0.06534017064341974,0.06534017064341974
G2500090268300,G2500090268300,1.0,1.0
G2500090268400,G2500090268400,0.999906058784368,0.999906058784368
G2500090268400,G2500090269100,9.394121563194875e-05,9.394121563194875e-05
G2500090268400,G2500090990100,0.0,0.0
G2500090269100,G2500090269100,0.9999937225768498,0.9999937225768498
G2500090269100,G2500090270100,6.277423150175141e-06,6.277423150175141e-06
G2500090270100,G2500090270100,1.0,1.0
G2500090990100,G2500090990100,0.0,0.0
G2500110040100,G2500030931300,2.8754170788826997e-06,2.8754170788826997e-06
G2500110040100,G2500110040100,0.9999959189980765,0.9999959189980765
G2500110040100,G2500110041502,1.205584844569585e-06,1.205584844569585e-06
G2500110040200,G2500110040200,0.9999919203716113,0.9999919203716113
G2500110040200,G2500110040300,0.0,0.0
G2500110040200,G2500110040702,0.0,0.0
G2500110040200,G2500110041100,8.079628388669199e-06,8.079628388669199e-06
G2500110040300,G2500110040300,1.0,1.0
G2500110040400,G2500110040400,1.0,1.0
G2500110040501,G2500110040501,1.0,1.0
G2500110040501,G2500110040502,0.0,0.0
G2500110040502,G2500110040501,0.00010725346576167925,0.00010725346576167925
G2500110040502,G2500110040502,0.9998850600358588,0.9998850600358588
G2500110040502,G2500270703100,0.0,0.0
G2500110040502,G2500270703200,7.686498379587013e-06,7.686498379587013e-06
G2500110040502,G2500270703300,0.0,0.0
G2500110040600,G2500110040600,1.0,1.0
G2500110040600,G2500150820101,0.0,0.0
G2500110040600,G2500150820204,0.0,0.0
G2500110040600,G2500270703300,0.0,0.0
G2500110040701,G2500110040701,1.0,1.0
G2500110040701,G2500110040702,0.0,0.0
G2500110040702,G2500110040702,1.0,1.0
G2500110040800,G2500110040800,0.9999972481811713,0.9999972481811713
G2500110040800,G2500150821500,2.751818828694718e-06,2.751818828694718e-06
G2500110040900,G2500110040900,1.0,1.0
G2500110041000,G2500110041000,0.9997624509865702,0.9997624509865702
G2500110041000,G2500110041502,0.00023754901342981082,0.00023754901342981082
G2500110041100,G2500110040200,0.0,0.0
G2500110041100,G2500110040701,0.0,0.0
G2500110041100,G2500110041000,0.009891583301981751,0.009891583301981751
G2500110041100,G2500110041100,0.9901084166980183,0.9901084166980183
G2500110041200,G2500110041200,1.0,1.0
G2500110041301,G2500110041300,1.0,1.0
G2500110041302,G2500110041300,1.0,1.0
G2500110041400,G2500110040900,0.0,0.0
G2500110041400,G2500110041000,0.034280570186330184,0.034280570186330184
G2500110041400,G2500110041100,0.009538191352473253,0.009538191352473253
G2500110041400,G2500110041300,0.0035336462607808827,0.0035336462607808827
G2500110041400,G2500110041400,0.9526475922004157,0.9526475922004157
G2500110041501,G2500110040100,2.394667114095147e-06,2.394667114095147e-06
G2500110041501,G2500110041501,0.9999938841592999,0.9999938841592999
G2500110041501,G2500110041502,2.3449852237612224e-06,2.3449852237612224e-06
G2500110041501,G2500150822606,1.3761883622497004e-06,1.3761883622497004e-06
G2500110041502,G2500110041501,1.3731274627881782e-05,1.3731274627881782e-05
G2500110041502,G2500110041502,0.9999862687253721,0.9999862687253721
G2500130800101,G2500130800101,1.0,1.0
G2500130800102,G2500130800102,1.0,1.0
G2500130800201,G2500130800201,1.0,1.0
G2500130800202,G2500130800202,1.0,1.0
G2500130800300,G2500130800300,1.0,1.0
G2500130800400,G2500130800400,1.0,1.0
G2500130800500,G2500130800500,1.0,1.0
G2500130800600,G2500130800600,1.0,1.0
G2500130800700,G2500130800700,1.0,1.0
G2500130800800,G2500130800800,1.0,1.0
G2500130800900,G2500130800900,1.0,1.0
G2500130801101,G2500130801101,1.0,1.0
G2500130801102,G2500130801102,1.0,1.0
G2500130801200,G2500130801200,1.0,1.0
G2500130801300,G2500130801300,1.0,1.0
G2500130801401,G2500130801401,1.0,1.0
G2500130801402,G2500130801402,1.0,1.0
G2500130801501,G2500130801501,1.0,1.0
G2500130801501,G2500130801601,0.0,0.0
G2500130801501,G2500130801602,0.0,0.0
G2500130801502,G2500130801502,1.0,1.0
G2500130801503,G2500130801503,1.0,1.0
G2500130801601,G2500130801601,1.0,1.0
G2500130801601,G2500130802400,0.0,0.0
G2500130801602,G2500130801602,1.0,1.0
G2500130801603,G2500130801603,1.0,1.0
G2500130801604,G2500130801604,1.0,1.0
G2500130801605,G2500130801605,1.0,1.0
G2500130801700,G2500130801700,1.0,1.0
G2500130801800,G2500130801800,1.0,1.0
G2500130801901,G2500130801901,0.9990873454668007,0.9990873454668007
G2500130801901,G2500130802100,0.0009126545331993462,0.0009126545331993462
G2500130801902,G2500130801902,1.0,1.0
G2500130802000,G2500130802000,1.0,1.0
G2500130802101,G2500130802100,1.0,1.0
G2500130802200,G2500130802200,1.0,1.0
G2500130802300,G2500130802300,1.0,1.0
G2500130802400,G2500130802400,1.0,1.0
G2500130802500,G2500130802500,1.0,1.0
G2500130802601,G2500130802601,1.0,1.0
G2500130802602,G2500130802602,1.0,1.0
G2500130810100,G2500130810100,0.9992372918200204,0.9992372918200204
G2500130810100,G2500130810200,0.00068443516670771,0.00068443516670771
G2500130810100,G2500130810300,7.82730132719311e-05,7.82730132719311e-05
G2500130810200,G2500130810200,0.9993753748651844,0.9993753748651844
G2500130810200,G2500150820101,0.000624625134815618,0.000624625134815618
G2500130810300,G2500130810300,1.0,1.0
G2500130810403,G2500130810403,0.9999478366730936,0.9999478366730936
G2500130810403,G2500130813601,5.2163326906393105e-05,5.2163326906393105e-05
G2500130810404,G2500130810404,1.0,1.0
G2500130810412,G2500130810412,1.0,1.0
G2500130810414,G2500130810414,0.9999987838597989,0.9999987838597989
G2500130810414,G2500130813601,0.0,0.0
G2500130810414,G2500150820900,1.2161402011327503e-06,1.2161402011327503e-06
G2500130810601,G2500130810601,1.0,1.0
G2500130810602,G2500130810602,1.0,1.0
G2500130810700,G2500130810700,1.0,1.0
G2500130810800,G2500130810800,1.0,1.0
G2500130810901,G2500130810901,1.0,1.0
G2500130810902,G2500130810902,1.0,1.0
G2500130811000,G2500130811000,1.0,1.0
G2500130811101,G2500130811101,1.0,1.0
G2500130811102,G2500130811101,0.0001407052071890702,0.0001407052071890702
G2500130811102,G2500130811102,0.9998592947928109,0.9998592947928109
G2500130811102,G2500130812202,0.0,0.0
G2500130811200,G2500130811101,0.004373215064624236,0.004373215064624236
G2500130811200,G2500130811200,0.9956267849353758,0.9956267849353758
G2500130811301,G2500130811301,1.0,1.0
G2500130811302,G2500130810602,0.01528657504346871,0.01528657504346871
G2500130811302,G2500130811302,0.9847134249565312,0.9847134249565312
G2500130811400,G2500130811400,1.0,1.0
G2500130811500,G2500130811500,0.9974266039313991,0.9974266039313991
G2500130811500,G2500130812103,0.002573396068600867,0.002573396068600867
G2500130811600,G2500130811500,0.0,0.0
G2500130811600,G2500130811600,1.0,1.0
G2500130811700,G2500130811400,0.0,0.0
G2500130811700,G2500130811700,1.0,1.0
G2500130811800,G2500130811800,1.0,1.0
G2500130811900,G2500130811900,1.0,1.0
G2500130811900,G2500150821300,0.0,0.0
G2500130812001,G2500130812001,0.9966312636495384,0.9966312636495384
G2500130812001,G2500130812002,0.0033687363504616118,0.0033687363504616118
G2500130812002,G2500130812002,1.0,1.0
G2500130812101,G2500130812101,1.0,1.0
G2500130812103,G2500130811500,0.0033706640594413514,0.0033706640594413514
G2500130812103,G2500130812103,0.9966293359405587,0.9966293359405587
G2500130812104,G2500130812104,1.0,1.0
G2500130812201,G2500130812201,1.0,1.0
G2500130812202,G2500130812202,1.0,1.0
G2500130812300,G2500130812300,0.9985273420306848,0.9985273420306848
G2500130812300,G2500130813207,0.0,0.0
G2500130812300,G2500130813209,0.0014726579693151315,0.0014726579693151315
G2500130812401,G2500130812401,1.0,1.0
G2500130812401,G2500130813204,0.0,0.0
G2500130812403,G2500130812403,1.0,1.0
G2500130812404,G2500130812404,1.0,1.0
G2500130812500,G2500130812500,1.0,1.0
G2500130812500,G2500130812702,0.0,0.0
G2500130812600,G2500130812500,0.0,0.0
G2500130812600,G2500130812600,1.0,1.0
G2500130812701,G2500130812701,1.0,1.0
G2500130812702,G2500130812702,1.0,1.0
G2500130812800,G2500130812701,0.0,0.0
G2500130812800,G2500130812702,0.0,0.0
G2500130812800,G2500130812800,1.0,1.0
G2500130812800,G2500130812901,0.0,0.0
G2500130812800,G2500130812902,0.0,0.0
G2500130812901,G2500130812901,1.0,1.0
G2500130812902,G2500130812902,0.9998887757223603,0.9998887757223603
G2500130812902,G2500130812903,0.00011122427763965773,0.00011122427763965773
G2500130812903,G2500130812902,0.015807603119718114,0.015807603119718114
G2500130812903,G2500130812903,0.9841923968802819,0.9841923968802819
G2500130813001,G2500030933400,5.924864570158445e-06,5.924864570158445e-06
G2500130813001,G2500130813000,0.9999940751354298,0.9999940751354298
G2500130813002,G0900030330100,2.4625709618984015e-05,2.4625709618984015e-05
G2500130813002,G2500130812902,2.1128414588136067e-06,2.1128414588136067e-06
G2500130813002,G2500130813000,0.9999732614489222,0.9999732614489222
G2500130813101,G0900030477200,0.0,0.0
G2500130813101,G2500130813101,1.0,1.0
G2500130813102,G2500130813101,0.0010747308680123173,0.0010747308680123173
G2500130813102,G2500130813102,0.9989252691319876,0.9989252691319876
G2500130813204,G2500130813204,1.0,1.0
G2500130813205,G2500130813205,1.0,1.0
G2500130813206,G2500130813206,1.0,1.0
G2500130813207,G2500130812300,0.0,0.0
G2500130813207,G2500130813207,1.0,1.0
G2500130813208,G2500130813208,1.0,1.0
G2500130813208,G2500130813301,0.0,0.0
G2500130813209,G2500130802000,0.0,0.0
G2500130813209,G2500130813209,1.0,1.0
G2500130813301,G2500130813301,1.0,1.0
G2500130813303,G2500130813303,1.0,1.0
G2500130813304,G2500130813304,1.0,1.0
G2500130813401,G2500130813401,1.0,1.0
G2500130813403,G2500130813403,1.0,1.0
G2500130813404,G2500130813404,1.0,1.0
G2500130813500,G2500130813500,1.0,1.0
G2500130813601,G2500130810404,0.0,0.0
G2500130813601,G2500130813601,1.0,1.0
G2500130813602,G2500130813602,1.0,1.0
G2500130813701,G2500130813701,1.0,1.0
G2500130813702,G2500130810300,0.000817438359876522,0.000817438359876522
G2500130813702,G2500130813702,0.9991825616401234,0.9991825616401234
G2500130813801,G2500130813801,1.0,1.0
G2500130813802,G2500130813802,0.9999923270525132,0.9999923270525132
G2500130813802,G2500270758102,7.672947486824877e-06,7.672947486824877e-06
G2500150820101,G2500110040600,0.0,0.0
G2500150820101,G2500150820101,1.0,1.0
G2500150820101,G2500150820204,0.0,0.0
G2500150820101,G2500270704200,0.0,0.0
G2500150820102,G2500150820102,1.0,1.0
G2500150820205,G2500110040600,0.0,0.0
G2500150820205,G2500150820202,0.43667183036068324,0.43667183036068324
G2500150820205,G2500150820204,0.5633281696393168,0.5633281696393168
G2500150820206,G2500150820203,1.0,1.0
G2500150820207,G2500150820203,0.9657056186095632,0.9657056186095632
G2500150820207,G2500150820204,0.03429438139043684,0.03429438139043684
G2500150820300,G2500110040600,5.3634847282708134e-06,5.3634847282708134e-06
G2500150820300,G2500150820300,0.9999946365152718,0.9999946365152718
G2500150820400,G2500150820400,1.0,1.0
G2500150820500,G2500150820400,0.019499750180521226,0.019499750180521226
G2500150820500,G2500150820500,0.9804875715529666,0.9804875715529666
G2500150820500,G2500150821400,1.267826651214549e-05,1.267826651214549e-05
G2500150820600,G2500150820600,1.0,1.0
G2500150820700,G2500150820700,1.0,1.0
G2500150820801,G2500150820600,3.321692177762778e-05,3.321692177762778e-05
G2500150820801,G2500150820801,0.9999667830782224,0.9999667830782224
G2500150820802,G2500150820801,0.012277917228938407,0.012277917228938407
G2500150820802,G2500150820802,0.9877220827710615,0.9877220827710615
G2500150820900,G2500150820900,1.0,1.0
G2500150821000,G2500150820900,0.00030531638778357953,0.00030531638778357953
G2500150821000,G2500150821000,0.9996946836122165,0.9996946836122165
G2500150821101,G2500130811301,0.0,0.0
G2500150821101,G2500130811400,0.0,0.0
G2500150821101,G2500130811700,0.0,0.0
G2500150821101,G2500130811900,0.0,0.0
G2500150821101,G2500150821100,0.9999924185276022,0.9999924185276022
G2500150821101,G2500150821300,7.581472397754368e-06,7.581472397754368e-06
G2500150821200,G2500150821200,1.0,1.0
G2500150821300,G2500130811900,0.0,0.0
G2500150821300,G2500150820900,0.00042824367040824224,0.00042824367040824224
G2500150821300,G2500150821200,0.009785911795599388,0.009785911795599388
G2500150821300,G2500150821300,0.9897858445339923,0.9897858445339923
G2500150821400,G2500110040800,2.08742217745564e-05,2.08742217745564e-05
G2500150821400,G2500130811900,0.0,0.0
G2500150821400,G2500150820500,2.0907674053041265e-06,2.0907674053041265e-06
G2500150821400,G2500150821400,0.9999770350108201,0.9999770350108201
G2500150821400,G2500150821500,0.0,0.0
G2500150821400,G2500150822200,0.0,0.0
G2500150821500,G2500110040800,1.0273120252142687e-05,1.0273120252142687e-05
G2500150821500,G2500150821500,0.9998730067475213,0.9998730067475213
G2500150821500,G2500150821601,0.00011672013222647222,0.00011672013222647222
G2500150821601,G2500150821400,0.0,0.0
G2500150821601,G2500150821601,1.0,1.0
G2500150821602,G2500150821601,0.00011176004214111699,0.00011176004214111699
G2500150821602,G2500150821602,0.9998882399578589,0.9998882399578589
G2500150821700,G2500150821700,1.0,1.0
G2500150821901,G2500150821601,0.008444527083078699,0.008444527083078699
G2500150821901,G2500150821901,0.9915554729169213,0.9915554729169213
G2500150821901,G2500150821903,0.0,0.0
G2500150821903,G2500150821903,0.9991735272362163,0.9991735272362163
G2500150821903,G2500150822000,0.0008264727637836697,0.0008264727637836697
G2500150821904,G2500150821904,1.0,1.0
G2500150822000,G2500150821901,0.03859658203714727,0.03859658203714727
G2500150822000,G2500150821903,0.0013802979718246676,0.0013802979718246676
G2500150822000,G2500150822000,0.9600231199910281,0.9600231199910281
G2500150822200,G2500150821903,1.4889158969798654e-06,1.4889158969798654e-06
G2500150822200,G2500150822200,0.999998511084103,0.999998511084103
G2500150822300,G2500150822300,0.9995150499606118,0.9995150499606118
G2500150822300,G2500150822402,0.00048495003938821095,0.00048495003938821095
G2500150822401,G2500150822300,0.0,0.0
G2500150822401,G2500150822401,0.999990251439188,0.999990251439188
G2500150822401,G2500150822500,9.748560812032444e-06,9.748560812032444e-06
G2500150822402,G2500150822300,0.002781353684945562,0.002781353684945562
G2500150822402,G2500150822402,0.9972186463150544,0.9972186463150544
G2500150822500,G2500150822500,1.0,1.0
G2500150822601,G2500150822601,1.0,1.0
G2500150822603,G2500150822603,1.0,1.0
G2500150822607,G2500150822605,0.418657098999366,0.418657098999366
G2500150822607,G2500150822606,0.581342901000634,0.581342901000634
G2500150822700,G2500130813000,2.078683748757509e-06,2.078683748757509e-06
G2500150822700,G2500150822700,0.9999979213162512,0.9999979213162512
G2500170300100,G2500170300100,1.0,1.0
G2500170301101,G2500170301101,1.0,1.0
G2500170301102,G2500170301102,1.0,1.0
G2500170310101,G2500170310100,0.9989881053157939,0.9989881053157939
G2500170310101,G2500170311900,0.0010118946842061745,0.0010118946842061745
G2500170310102,G2500170310100,1.0,1.0
G2500170310200,G2500170310200,1.0,1.0
G2500170310300,G2500170310300,0.9988710093380608,0.9988710093380608
G2500170310300,G2500170310400,0.0011289906619391921,0.0011289906619391921
G2500170310400,G2500170310400,1.0,1.0
G2500170310500,G2500170310500,1.0,1.0
G2500170310500,G2500170388300,0.0,0.0
G2500170310601,G2500170310601,1.0,1.0
G2500170310602,G2500170310602,1.0,1.0
G2500170310700,G2500170310700,1.0,1.0
G2500170310700,G2500170311400,0.0,0.0
G2500170311100,G2500170310100,0.011834250780158984,0.011834250780158984
G2500170311100,G2500170311100,0.988165749219841,0.988165749219841
G2500170311200,G2500170311200,1.0,1.0
G2500170311300,G2500170311300,1.0,1.0
G2500170311400,G2500170311400,1.0,1.0
G2500170311500,G2500170311500,1.0,1.0
G2500170311600,G2500170311600,1.0,1.0
G2500170311700,G2500170311700,1.0,1.0
G2500170311800,G2500170311800,1.0,1.0
G2500170311900,G2500170311900,1.0,1.0
G2500170312000,G2500170312000,1.0,1.0
G2500170312100,G2500170312100,1.0,1.0
G2500170312200,G2500170312200,1.0,1.0
G2500170312300,G2500170312300,1.0,1.0
G2500170312400,G2500170312400,1.0,1.0
G2500170312501,G2500170312501,1.0,1.0
G2500170312502,G2500170312502,1.0,1.0
G2500170313101,G2500170313101,0.9999735164261156,0.9999735164261156
G2500170313101,G2500170318100,3.123881585311592e-07,3.123881585311592e-07
G2500170313101,G2500170326102,2.617118572583267e-05,2.617118572583267e-05
G2500170313102,G2500170313102,1.0,1.0
G2500170314101,G2500170314101,1.0,1.0
G2500170314102,G2500170314102,1.0,1.0
G2500170314200,G2500170314102,9.694744802000995e-06,9.694744802000995e-06
G2500170314200,G2500170314200,0.999990305255198,0.999990305255198
G2500170314301,G2500170314301,0.999859919666775,0.999859919666775
G2500170314301,G2500170314302,0.00014008033322500716,0.00014008033322500716
G2500170314302,G2500090254402,0.0,0.0
G2500170314302,G2500170314301,0.004084210359479883,0.004084210359479883
G2500170314302,G2500170314302,0.9959157896405201,0.9959157896405201
G2500170315100,G2500090254402,0.00013253912382938106,0.00013253912382938106
G2500170315100,G2500170314301,0.0,0.0
G2500170315100,G2500170315100,0.9998674608761706,0.9998674608761706
G2500170315200,G2500090254402,0.0023338193158031527,0.0023338193158031527
G2500170315200,G2500170315200,0.9976661806841969,0.9976661806841969
G2500170315401,G2500170315401,1.0,1.0
G2500170315402,G2500090254301,0.0003808785462545074,0.0003808785462545074
G2500170315402,G2500170315402,0.9996191214537455,0.9996191214537455
G2500170315403,G2500170315403,1.0,1.0
G2500170315500,G2500170315500,1.0,1.0
G2500170316101,G2500170315500,2.1150308607885305e-05,2.1150308607885305e-05
G2500170316101,G2500170316101,0.996419377166265,0.996419377166265
G2500170316101,G2500170331300,0.0035594725251270505,0.0035594725251270505
G2500170316102,G2500170316102,1.0,1.0
G2500170316102,G2500170316400,0.0,0.0
G2500170316201,G2500170316201,1.0,1.0
G2500170316202,G2500170316201,3.098542010367554e-05,3.098542010367554e-05
G2500170316202,G2500170316202,0.9999534381254658,0.9999534381254658
G2500170316202,G2500170332100,8.374437865858255e-06,8.374437865858255e-06
G2500170316202,G2500170332300,7.202016564638099e-06,7.202016564638099e-06
G2500170316300,G2500170316300,0.9999706380910793,0.9999706380910793
G2500170316300,G2500170359100,2.9361908920706287e-05,2.9361908920706287e-05
G2500170316400,G2500170316102,0.0,0.0
G2500170316400,G2500170316300,0.0,0.0
G2500170316400,G2500170316400,1.0,1.0
G2500170316500,G2500170316102,5.7592234298935776e-05,5.7592234298935776e-05
G2500170316500,G2500170316500,0.9999424077657011,0.9999424077657011
G2500170317101,G2500170317101,1.0,1.0
G2500170317102,G2500170317102,1.0,1.0
G2500170317103,G2500170317101,0.04294427531465672,0.04294427531465672
G2500170317103,G2500170317102,0.007116096302259384,0.007116096302259384
G2500170317103,G2500170317103,0.9499396283830839,0.9499396283830839
G2500170317201,G2500170317201,1.0,1.0
G2500170317202,G2500170317202,0.9996512455127773,0.9996512455127773
G2500170317202,G2500170317203,0.00017156186934516682,0.00017156186934516682
G2500170317202,G2500170317301,0.00017719261787752102,0.00017719261787752102
G2500170317203,G2500170317203,1.0,1.0
G2500170317301,G2500170317203,0.0002149098757423397,0.0002149098757423397
G2500170317301,G2500170317301,0.9997850901242576,0.9997850901242576
G2500170317302,G2500170317302,1.0,1.0
G2500170318100,G2500170318100,1.0,1.0
G2500170318200,G2500170318200,1.0,1.0
G2500170318300,G2500170317201,2.7861904317520976e-05,2.7861904317520976e-05
G2500170318300,G2500170318300,0.9999721380956825,0.9999721380956825
G2500170318400,G2500170318400,1.0,1.0
G2500170320102,G2500170320102,1.0,1.0
G2500170320105,G2500170320103,0.9999635479904873,0.9999635479904873
G2500170320105,G2500170320104,3.6452009512749206e-05,3.6452009512749206e-05
G2500170320106,G2500170320104,1.0,1.0
G2500170320107,G2500170320103,0.3323225275311689,0.3323225275311689
G2500170320107,G2500170320104,0.667677472468831,0.667677472468831
G2500170321100,G2500170321100,1.0,1.0
G2500170321200,G2500170321100,5.3083625637737756e-05,5.3083625637737756e-05
G2500170321200,G2500170321200,0.9999469163743623,0.9999469163743623
G2500170321301,G2500170321300,1.0,1.0
G2500170321302,G2500170321300,1.0,1.0
G2500170321400,G2500170321400,1.0,1.0
G2500170321500,G2500170321500,1.0,1.0
G2500170321600,G2500170321600,1.0,1.0
G2500170322100,G2500170322100,1.0,1.0
G2500170322100,G2500170322400,0.0,0.0
G2500170322200,G2500170322200,0.9998203598895099,0.9998203598895099
G2500170322200,G2500270717100,0.00017964011049011,0.00017964011049011
G2500170322300,G2500170322300,1.0,1.0
G2500170322400,G2500170322400,1.0,1.0
G2500170323101,G2500170322100,0.0,0.0
G2500170323101,G2500170323100,1.0,1.0
G2500170323102,G2500170323100,0.9999930033108431,0.9999930033108431
G2500170323102,G2500270715100,6.996689156973296e-06,6.996689156973296e-06
G2500170324101,G2500170324101,1.0,1.0
G2500170324102,G2500170318200,0.0,0.0
G2500170324102,G2500170324102,1.0,1.0
G2500170325101,G2500170325100,1.0,1.0
G2500170325102,G2500170325100,1.0,1.0
G2500170326101,G2500170326101,1.0,1.0
G2500170326101,G2500170327103,0.0,0.0
G2500170326102,G2500170326102,1.0,1.0
G2500170327101,G2500170327101,1.0,1.0
G2500170327102,G2500170327102,1.0,1.0
G2500170327103,G2500170327103,1.0,1.0
G2500170328100,G2500170327101,0.0,0.0
G2500170328100,G2500170328100,1.0,1.0
G2500170330101,G2500170330100,1.0,1.0
G2500170330102,G2500090209200,0.000300635331081175,0.000300635331081175
